IDP;NOMBRE;DESCRIPCION;PRECIO
814;RESALTADOR, FILGO;RESALT FILGO CELESTE;9.93
815;RESALTADOR, FILGO;RESALT FILGO NARANJA;9.93
816;RESALTADOR, FILGO;RESALT FILGO ROSA;9.93
817;RESALTADOR, FILGO;RESALT FILGO VERDE;9.93
818;ESCARBADIENTES, IBERIA;PALILLERO ZODIACO X 50UNID;14.76
819;PAÑALES, PAMPERS;PANALES TALLE G MEGA SUPERSEC PAMPERS X 22 UNI;88.39
820;PAÑALES, PAMPERS;PANALES TALLE M MEGA SUPERSEC PAMPERS X 26 UNI;88.39
821;PAÑALES, PAMPERS;PANALES TALLE PEQ SUPERSEC PAMPERS X 30 UNI;88.39
822;PAÑALES, PAMPERS;PANALES TALLE XG MEGA SUPERSEC PAMPERS X 18 UN;88.39
823;PAÑALES, PAMPERS;PANALES TALLE XXG MEGA SUPERSEC PAMPERS X 18 U;88.39
824;ANTIPOLILLAS, AIRE PUR;ANTIPOLILLAS PERCHA LAVANDA AIRE PUR X 1 UNI;26.55
825;MATA MOSCAS, MOSQUI TRAP;MATA MOSCAS Y MOSQUITOS AERO MOSQUI TRAP X400CC;33.81
826;POLILLAS, IBERIA;NAFTALINA REFINADA MAXIMA PUREZA IBERIA X 200G;63.02
827;REPELENTES, AGENT X;APARATO AHUYENTA MOSQUITOS S/VENENO AGENTX X 1 UNI;52.69
828;TABLETAS, FUYI;TABLETAS MATA MOSCAS-MOSQUITOS FUYI X 16 UNI;24.91
829;ABSORBE HUMEDAD, AIRE PUR;ANTIHUMEDAD DESOD LAVA RTO 2EN1 AIRE PUR X350GRS;97.1
830;ABSORBE HUMEDAD, AIRE PUR;ANTIHUMEDAD DESOD LAVANDA 2EN1 AIRE PUR X 75 G;71.37
831;ABSORBE HUMEDAD, AIRE PUR;ANTIHUMEDAD DESODORANTE LAVANDA AIRE PUR X 1 U;97.1
832;ABSORBE HUMEDAD, AIRE PUR;ANTIHUMEDAD TRABLET VAINILLA AIRE PUR X 75 GRS;85.42
833;AUTOBRILLO, SUIZA;AUTOBRILLO INCOLORO SUIZA DP X 900 CC;32.07
834;AUTOBRILLO, SUIZA;AUTOBRILLO NEGRO SUIZA DP X 900 CC;32.07
835;AUTOBRILLO, SUIZA;AUTOBRILLO ROJO SUIZA DP X 900 CC;32.07
836;CERA, CLINSY;CERA LIQUIDA NATURAL CLINSY X 900CC;66.31
837;DETERGENTE LAVAVAJILLA, GIGANTE;LAVAVAJILLA ULTRA BRILLANT FRUTILLA GIGANTE X545CC;35.9
838;DETERGENTE LAVAVAJILLA, GIGANTE;LAVAVAJILLA ULTRA BRILLANTE LIMON GIGANTE X 545CC;35.9
839;DETERGENTE LAVAVAJILLA, GIGANTE;LAVAVAJILLA ULTRA BRILLANTE POMELO GIGANTE X 545CC;35.9
840;DETERGENTES, MAGISTRAL;DETERGENTE MANZANA VERDE MAGISTRAL X 500 CC;30.77
841;EN POLVO, ZORRO;JABON EN POLVO A/E CLASICO ZORRO X 3 KG;109.99
842;EN POLVO, ZORRO;JABON EN POLVO BAJA ESPUMA CLASICO ZORRO X 3 KG;109.99
843;ESPONJAS Y PANOS, VIRULANA;ESPONJA CON MULTIONDAS VIRULANA X 1 UNI;17.01
844;ESPONJAS Y PANOS, VIRULANA;ESPONJA MULTIONDAS SIN RAYAS VIRULANA X 1 UNI;17.01
845;ESPONJAS Y PANOS, VIRULANA;FIBRA ESPONJA LISA VIRULANA X 1 UNI;7.05
846;JABON EN PAN, ZORRO;JABON EN PAN ESFERAS ACTIVAS ZORRO X 150 GRS;8.09
847;JABON EN PAN, GIGANTE;JABON EN PAN LIMP CLASICA GIGANTE X 2UNI X 200 GRS;16.76
848;JABON EN POLVO, GRANBY;GRANBY POLVO LAVADO TOTAL 24X800G;20.44
849;LAVANDINA, AYUDIN;LAVANDINA CONCENTRADA AYUDIN X 1 LT;11.55
850;LAVANDINA, QUERUBIN;LAVANDINA TRADICIONAL QUERUBIN X 2 LT;24.94
851;LAVAZAPATILLA, IBERIA;LAVAZAPATILLA IBERIA X 300 CC;58.31
852;LIMPIADOR LIQUIDO, CARREFOUR;LIMPIADOR COCINA ANTIGRASA CARREFOUR DP X 900 CC;16.94
853;LIMPIADOR LIQUIDO, CIF;LIMPIADOR GEL FACIL ENJUAGUE CIF X 500 CC;43.78
854;LIMPIADOR LIQUIDO, CARREFOUR;LIMPIADOR P/BANO CARREFOUR DP X 900 CC;19.16
855;LIMPIADOR LIQUIDO, SUIZA;LIMPIADOR P/PISOS PLASTICOS Y FLOTANTES SUIZA;31.3
856;LIMPIADOR LIQUIDO, SUIZA;LIMPIADOR PISOS PLASTIFICADOS SUIZA X 400 CC;15.73
857;LIMPIADOR LIQUIDO, CARREFOUR;LIMPIADOR VIDRIOS CARREFOUR DP X 900 CC;17.25
858;LIQUIDO, GIGANTE;BARRA QUITAMANCHAS GIGANTE X 1UNI;10.85
859;LIQUIDO, ALGABO;JABON LIQUIDO FLORAL RAIN DOY PACK ALGABO X 300 CC;25.3
860;LIQUIDO, ZORRO;JABON LIQUIDO P/ROPA CLASICO ZORRO DP X 1.5 CC;61.19
861;LIQUIDO, ACE;JABON LIQUIDO ROPA C/SUAVIZANTE RELAX ACE X 3000CC;195
862;LIQUIDO, ACE;JABON LIQUIDO ROPA C/SUAVIZANTE RELAX ACE X 800 CC;53.55
863;LUSTRAMUEBLES, SUIZA;LUSTRAMUEBLE CREMA SUIZA X 200 CC;16.69
864;PAPEL HIGIENICO, SCOTT;PAPEL HIGIENICO D/HOJA GOLD SCOTT 30 MTS X 4 UNI;42.4
865;SUAVIZANTES, ZORRO;SUAVIZANTE BOUQUET DE GARDENIAS ZORRO X 900 CC;23.19
866;SUAVIZANTES, GIGANTE;SUAVIZANTE P/ROPA FORM ECONOMIC GIGANTE X 900 CC;18.9
867;ACONDICIONADOR, PLUSBELLE;ACONDICIONADOR BRILLO SUBLIME PLUSBELLE X 650 CC;55.99
868;ACONDICIONADOR, DUC;ACONDICIONADOR C/EXTRA SEDA HIDRA REV DUC X350CC;52.45
869;ACONDICIONADOR, DUC;ACONDICIONADOR C/EXTRA SEDA RIZOS PERF DUC X350CC;52.45
870;ACONDICIONADOR, DUC;ACONDICIONADOR C/SEDA LISO RADIANTE DUCX 350 CC;52.45
871;ACONDICIONADOR, HERBAL ESSENCE;ACONDICIONADOR HIDRADISIACO HERBAL ESSENCES X300CC;45.75
872;ALCOHOL ETILICO, PUROCOL;ALCOHOL ETILICO 96 MF X 500 CC;22.03
873;ALCOHOL ETILICO, MF;ALCOHOL ETILICO EN GEL MF X 250 CC;34.44
874;CREMA CORPORAL, HINDS;CREMA CORPORAL HIDRATACION ESENCIAL HINDS X 250 CC;41.11
875;CREMA CORPORAL, NIVEA;CREMA CORPORAL REAFIRMANTE Q10 PLUS NIVEA X 250 CC;64.6
876;CREMA CORPORAL, NIVEA;CREMA CORPORAL SOFT MILK C/KARITE NIVEA X 250 CC;49.28
877;CUIDADO DE LA BARBA, BIC;MAQUINA DE AFEITAR COMFORT TWIN BIC X 5 UNI;42.37
878;CUIDADO DE LA PIEL, BIC;MAQUINA DESECHABLE MUJER COMFORT3 BIC X 5 UNI;43.45
879;DESODORANTES, REXONA;ANTITRANSPIRANTE AERO ANTIBACTERIAL REXONA X 150 C;35
880;DESODORANTES, REXONA;ANTITRANSPIRANTE AERO ANTIBACTERIAL REXONA X 90 G;35
881;DESODORANTES, PLUSBELLE;ANTITRANSPIRANTE AERO SIEM JOVEN PLUSBELLE X 210CC;34.99
882;DESODORANTES, HINDS;ANTITRANSPIRANTE ROLLON FLOWERS HINDS X 60 GRS;22.55
883;DESODORANTES, ETIQUET;ANTITRANSPIRANTE ROLLON HOMBRE ETIQUET X 60 GR;22.55
884;DESODORANTES, PLUSBELLE;ANTITRANSPIRANTE ROLLON SIEM JOVEN PLUSBELLE X50CC;21.34
885;DESODORANTES, NIVEA;ANTITRANSPIRTANTE FEM DRY NIVEA X 150 CC;38.2
886;DESODORANTES, NIVEA;ANTITRANSPIRTANTE MASC DRY IMPACT NIVEA X 150 CC;38.2
887;DESODORANTES, AXE;DESODORANTE BODYSPRAY BLACK NIGHT AXE X 150 CC;35
888;HIGIENE FEMENINA, ALWAYS;TOALLA FEMENINA PLUS SUAVE C/ALAS ALWAYS X 8 UNI;24.53
889;HISOPOS, Q-SOFT;HISOPOS Q SOFT ESTUCHE X 100 UNI;23.5
890;JABON DE TOCADOR, CAMPOS VERDES;JABON TOCADOR ENERGIA DE SOL CAMPOS VERDES X120GRS;8.85
891;JABON DE TOCADOR, KENIA;JABON TOCADOR GLICERINA KENIA 3 X 90 GRS;29.66
892;OLEO, BABYBASIC;OLEO CALCAREO S/FRAGANCIA BABYBASIC X 500 CC;61.97
893;PAÑUELOS, CAMPANITA;PANUELOS DESCARTABLES BOX CAMPANITA X 75 UNI;9.2
894;PASTA DENTAL, SENSODYNE;CREMA DENTAL MULTIPROTECCION SENSODYNE X 50 GR;36.49
895;PASTA DENTAL, KOLYNOS;CREMA DENTAL TRIPLE 1 2 3 KOLYNOS X 90 GRS;11.35
896;PASTA DENTAL, AQUA;CREMA DENTAL TRIPLE PROTECCION AQUAFRESH X 85G;35.12
897;PRESERVATIVOS, PRIME;PRESERVATIVO EXTRA LUBRICADO PRIME X 12 UNI;122.94
898;PRESERVATIVOS, PRIME;PRESERVATIVO SUPER FINO PRIME X 12 UNI;122.94
899;PRESERVATIVOS, TULIPAN;PRESERVATIVOS CLASSIC TULIPAN X 6 UNI;35.63
900;PRESERVATIVOS, TULIPAN;PRESERVATIVOS SUPER FINO TULIPAN X 6 UNI;35.63
901;PROTECTOR SOLAR, NIVEA;BLOQUEADOR SOLAR HIDRAT F30 NIVEA SUN X 200 CC;140.85
902;PROTECTOR SOLAR, NIVEA;PROTECTOR SOLAR HIDRATAN F15 NIVEA SUN X 200CC;124.9
903;REPELENTES, OFF;REPELENTE EN CREMA OFF X 200 GRS;43.99
904;SHAMPOO, PLUSBELLE;SHAMPOO BRILLO SUBLIME PLUSBELLE X 650 CC;55.99
905;SHAMPOO, DUC;SHAMPOO C/ EXT DE SEDA RIZOS PERFECTOS DUCX 350 CC;52.45
906;SHAMPOO, DUC;SHAMPOO C/ EXTR DE SEDA HIDRATA REVIT DUCX 350 CC;52.45
907;SHAMPOO, DUC;SHAMPOO C/ EXTRA DE SEDA LISO RADIANTE DUCX 350 CC;52.45
908;SHAMPOO, CLEAR;SHAMPOO CAIDA CONTROL CLEAR X 200 CC;46.63
909;SHAMPOO, CLEAR;SHAMPOO CAIDA DEFENSE CLEAR X 200 CC;46.63
910;SHAMPOO, CLEAR;SHAMPOO DUAL EFFECT 2EN1 CLEAR X 200 CC;46.63
911;SHAMPOO, HERBAL ESSENCE;SHAMPOO HIDRADISIACO HERBAL ESSENCES X 300 CC;45.75
912;SHAMPOO, CLEAR;SHAMPOO ICE COOL MENTHOL MEN CLEAR X 200 CC;46.63
913;SHAMPOO, CLEAR;SHAMPOO SUAVIDAD Y BRILLO CLEAR X 200 CC;46.63
914;TOALLA DEMAQUILLANTE, Q-SOFT;TOALLAS HUMEDA REFRESH QSOFT X 25 UNI;49.9
915;TOALLA DEMAQUILLANTE, Q-SOFT;TOALLAS HUMEDAS ALOE VERA Q-SOFT DP X 50 UNI;25
916;TOALLA DEMAQUILLANTE, Q-SOFT;TOALLITAS DESMAQ HIDRATANTE Q-SOFT X 25 UNI;49.9
917;TOALLA DEMAQUILLANTE, IDEAL;TOALLITAS HUMEDAS CLASICAS DOY PACK IDEAL X 70 UNI;23.9
918;, ORAL B;CEPILLO DENTAL CLASSIC ORAL B X 1 UNI;23.48
919;CHUPETE, BABELITO;Chupete con Tetina de Silicona Anatómica - Talle 1 Babelito x 1 Un;39.4
920;CHUPETE, BABELITO;Chupete con Tetina de Silicona Anatómica - Talle 2 Babelito x 1 Un;41.28
921;CHUPETE, BABELITO;Chupete con Tetina de Silicona Anatómica - Talle 3 Babelito x 1 Un;41.28
922;ADEREZOS, LA PARMESANA;MEZCLA DE SEMILLAS LA PARMESANA X 100 GRS;22.99
923;ADEREZOS, LA PARMESANA;SEMILLAS DE CHIA LA PARMESANA X 100 GRS;15.3
924;ADEREZOS, LA PARMESANA;SEMILLAS DE QUINOA LA PARMESANA X 100 GRS;57.25
925;ARROZ, DOS HERMANOS;ARROZ INTEGRAL DOS HERMANOS X 1 KG;18.97
926;ARROZ, MOLINOS ALA;ARROZ LARGO FINO 00000 MOLINOS ALA BOLSA X 500 GRS;9.92
927;CONDIMENTOS, LA PARMESANA;OREGANO LA PARMESANA SOBRE X 25 GRS;19.99
928;CONSERVAS, ARCOR;ARVEJAS SECAS REMOJADAS ARCOR LATA X 300 GRS;11.74
929;CONSERVAS, MARECHIARE;ATUN AL NATURAL MARECHIARE LATA X 170 GRS;41.67
930;CONSERVAS, PENNISI;ATUN AL NATURAL PENNISI X 170 GRS;41.67
931;CONSERVAS, MARECHIARE;ATUN EN ACEITE MARECHIARE LATA X 170 GRS;41.67
932;CONSERVAS, PENNISI;ATUN EN ACEITE PENNISI X 170 GRS;41.67
933;CONSERVAS, MARECHIARE;CABALLA AL NATURAL MARECHIARE LATA X 380 GRS;37.45
934;CONSERVAS, PENNISI;CABALLA AL NATURAL PENNISI X 380 GRS;37.45
935;CONSERVAS, MARECHIARE;CABALLA EN ACEITE MARECHIARE LATA X 380 GRS;39.04
936;CONSERVAS, PENNISI;CABALLA EN ACEITE PENNISI X 380 GRS;39.04
937;CONSERVAS, ARCOR;CHOCLO EN GRANOS AMARILLO ARCOR LATA X 300 GRS;18.56
938;CONSERVAS, INALPA;LENTEJAS SECAS REMOJADAS INALPA LATA X 350 GRS;17.92
939;CONSERVAS, MARECHIARE;MERLUZA EN ACEITE MARECHIARE LATA X 380 GRS;29.54
940;CONSERVAS, PENNISI;MERLUZA EN ACEITE PENNISI LATA X 380 GRS;31.12
941;CONSERVAS, LA PARMESANA;SALSA PESTO DESHIDRATADA LA PARMESANA X 20 GRS;23
942;CONSERVAS, SALSATI;SALSA POMAROLA SALSATI DP X 340 GRS;15.9
943;HARINA DE MAIZ, CARREFOUR;POLENTA INSTANTANEA CARREFOUR X 500 GRS;12.63
944;HARINA DE MAIZ, DEL CAMPO;POLENTA INSTANTANEA DEL CAMPO X 500 GRS;11.48
945;HARINAS, CANUELAS;HARINA DE TRIGO 000 CANUELAS X 1 KG;8.14
946;HARINAS, CASERITA;HARINA DE TRIGO 000 CASERITA X 1 KG;11.82
947;HARINAS, BLANCAFLOR;HARINA DE TRIGO 0000 FORTIFIC BLANCAFLOR X 1 K;14.13
948;MAYONESA, LA CAMPAGNOLA;MAYONESA LIGHT BC LA CAMPAGNOLA DOY PACK X500G;20.57
949;PAN DE MESA, BIMBO;PAN ARABE BLANCO BIMBO X 230 GRS;32.71
950;PAN DE MESA, FARGO;PAN DE SALVADO DOBLE SIN SAL FARGO X 400 GRS;29.8
951;PAN DE MESA, LACTAL;PAN RODAJAS FINAS LACTAL X 380 GRS;24.31
952;PAN RALLADO, MAMA COCINA;PAN RALLADO FORTIFICADO MAMA COCINA X 1 KG;38.06
953;PAN RALLADO, CASERITA;PAN RALLADO VITA K CASERITA X 1 KG;37.82
954;PASTAS SECAS, FAVORITA;FIDEOS CODITOS RAYADOS FORTIFIC FAVORITA X500GRS;10.54
955;PASTAS SECAS, MANERA;FIDEOS MOSTACHOLES MANERA X 500 GRS;10.92
956;PASTAS SECAS, BONANZA;FIDEOS SEMOLADOS GUISEROS MOSTACHOL BONANZA X 500G;10.49
957;PASTAS SECAS, BONANZA;FIDEOS SEMOLADOS GUISEROS TIRABUZON BONANZA X 500G;12.59
958;PASTAS SECAS, BONANZA;FIDEOS SEMOLADOS LARGOS SPAGHETTI BONANZA X 500 GR;10.49
959;PASTAS SECAS, FAVORITA;FIDEOS TALLARIN FORTIFICADO FAVORITA X 500 GRS;10.54
960;PASTAS SECAS, MANERA;FIDEOS TALLARINES MANERA X 500 GRS.;10.92
961;PREMEZCLAS, GODET;BIZCOCHUELO VAINILLA GODET X 480 GRS;25.27
962;PREMEZCLAS, LA CAMPAGNOLA;GELATINA CEREZA BC LA CAMPAGNOLA CAJA X 30 G;12.79
963;SAL, LA PARMESANA;SAL DIETETICA LA PARMESANA X 75 GRS;39.99
964;SAL, LA PARMESANA;SAL DIETETICA SABOR APIO LA PARMESANA X 75 GRS;39.99
965;SAL, LA PARMESANA;SAL DIETETICA SABOR CEBOLLA LA PARMESANA X 75 GRS;39.99
966;SAL, LA PARMESANA;SAL DIETETICA SABORIZADA AJO LA PARMESANA X 75 GRS;39.99
967;SAL, DOS ANCLAS;SAL ENTREFINA DOS ANCLAS ESTUCHE X 500 GRS;8.78
968;SAL, DOS ANCLAS;SAL FINA LIGHT DOS ANCLAS ESTUCHE X 500 GRS;62.69
969;VINAGRE, DOS ANCLAS;VINAGRE  VINO  DOS ANCLAS  X 500 CC;16.23
970;AGUAS, CARREFOUR;AGUA MINERAL SIN GAS BAJO SODIO CARREFOUR X 2 LT;12.09
971;AGUAS SABORIZADA, FAVALORO;AGUA SABOR NARANJA CELLIER FAVALORO X1.5LT;13.72
972;AGUAS SABORIZADA, H2OH!;AGUA SABORIZADA MARACUYA CON GAS H2OH X 1.5 LT;23.1
973;AGUAS SABORIZADA, H2OH!;AGUA SABORIZADA NARANCHELO PET H2OH X 1.5 LT;23.1
974;AGUAS SABORIZADA, CARREFOUR;AGUA SABORIZADA NRNJ-DRZN C/GAS CARREFOUR X 1.5 LT;13.72
975;GASEOSAS, PEPSI;GASEOSA COLA LIGHT PEPSI PET X 1.5 LT;23.21
976;GASEOSAS, CUNNINGTON;GASEOSA COLA REGULAR CUNNINGTON PET X 2.25 LT;22.99
977;GASEOSAS, LIMIT;GASEOSA COLA REGULAR LIMIT X 2.25 LT;17.59
978;GASEOSAS, COCA COLA;GASEOSA COLA ZERO COCA COLA PET X 1.5 LT;25.85
979;GASEOSAS, CUNNINGTON;GASEOSA LIMA LIMON REGULAR CUNNINGTON PET X 2.25 L;22.99
980;GASEOSAS, LIMIT;GASEOSA LIMA LIMON REGULAR LIMIT 2.25 LT;17.59
981;GASEOSAS, SPRITE;GASEOSA LIMA LIMON ZERO SPRITE PET X 1.5 LT;25.85
982;GASEOSAS, MIRINDA;GASEOSA NARANJA REGULAR MIRINDA PET X 1.5 LT;20.47
983;GASEOSAS, FANTA;GASEOSA NARANJA ZERO VITAMINA C FANTA PET X 1.5 LT;25.85
984;GASEOSAS, ANTARTICA;GASEOSA SABOR GUARANA ZERO ANTARTICA X 1.5 LT;23.21
985;JUGOS EN POLVO, VERAO;JUGO EN POLVO ANANA VERAO X 10 GRS;2.75
986;JUGOS EN POLVO, BC LA CAMPAGNOLA;JUGO EN POLVO MANZANA BC LA CAMPAGNOLA X 8.5 GRS;3.02
987;JUGOS EN POLVO, VERAO;JUGO EN POLVO MANZANA VERAO X 10 GRS;2.75
988;JUGOS EN POLVO, VERAO;JUGO EN POLVO NARANJA DURAZNO VERAO X 10 GRS;2.75
989;JUGOS EN POLVO, VERAO;JUGO EN POLVO NARANJA VERAO X 10 GRS;2.75
990;JUGOS NATURALES, BC LA CAMPAGNOLA;JUGO NATURAL NARANJA BC X 1 LT;23.95
991;AZUCAR, DOMINO;AZUCAR BLANCA MOLIDA DOMINO X 1000 GRS;14.76
992;AZUCAR, LEDESMA;AZUCAR MOLIDA CLASICA LEDESMA BOLSA X 1 KG;18.07
993;AZUCAR, CHANGO;AZUCAR TIPO A BOLSA CHANGO X 1000 GRS;18.07
994;CACAO, ARCOR;CACAO EN POLVO ARCOR BOLSA X 360 GRS;21.77
995;CAFÉ, LA MORENITA;CAFE INSTANTANEO LA MORENITA X 100 GRS;43.35
996;ENDULZANTES, TUY;EDULCORANTE SOBRES C/ASPARTAMO TUY CAJA X 100 UNI;29.85
997;GALLETAS AGUA, OKEBON;GALLETITAS 10 SEMILLAS OKEBON X 225 GRS;26.49
998;GALLETAS AGUA, PASEO;GALLETITAS MINI CRACKERS 5 SEMILLAS PASEOX150G;16.95
999;GALLETAS AGUA, PASEO;GALLETITAS MINI CRACKERS PASEO X 150 GRS;12.39
1000;GALLETAS AGUA, PASEO;GALLETITAS MINI CRACKERS SALVADO PASEO X150GRS;16.95
1001;GALLETAS AGUA, PASEO;GALLETITAS MINI CRACKERS SESAMO PASEO X 150GRS;16.95
1002;GALLETAS DULCES, OKEBON;GALLETITAS CHISPAS CHOCO BLANCO OKEBON X 145 GRS;14.99
1003;GALLETAS DULCES, OKEBON;GALLETITAS CHISPAS CHOCOLATE OKEBON X 145 GRS;14.99
1004;GALLETAS DULCES, MACUCAS;GALLETITAS CHOCOLATE RELL VAINI MACUCAS X 123 GRS;8.61
1005;GALLETAS DULCES, TERRABUSI;GALLETITAS ROCOCO TERRABUSI X 160 GRS;18.36
1006;GALLETAS DULCES, VOCACION;GALLETITAS VAINILLA CLASICAS VOCACION 3 X 155 GRS;19.06
1007;GALLETAS DULCES, OKEBON;GALLETITAS VAINILLA PANAL FORTI PLUS OKEBON X 280G;19.35
1008;INFUSION TE, LA MORENITA;TE EN SAQUITOS RAPIDA INFUSION LA MORENITA X 25 UN;9.39
1009;INFUSION TE, ROSAMONTE;TE EN SAQUITOS ROSAMONTE X 25 UNI;8.87
1010;INFUSION TE, LA TRANQUERA;TE EN SAQUITOS SIN SOBRE LA TRANQUERA X 50 UNI;20.03
1011;INFUSION TE, TARAGUI;TE FILTRO ESPECIAL S/ENS. SAQ. TARAGUI X 25 UNI;9.59
1012;INFUSION YERBA, ROMANCE;YERBA MATE  ROSAMONTE JUNIOR  1 KL;58.07
1013;INFUSION YERBA, UNION;YERBA MATE BCP ORIGEN CONTROLADO UNION X 500 GRS;28.9
1014;INFUSION YERBA, LA TRANQUERA;YERBA MATE C/PALO SEL ESPEC LA TRANQUERA X 1 KG;52.41
1015;INFUSION YERBA, LA TRANQUERA;YERBA MATE C/PALO SEL ESPEC LA TRANQUERA X 500GRS;28.66
1016;INFUSION YERBA, AMANDA;YERBA MATE CAMPO AMANDA X 1 KG;58.34
1017;INFUSION YERBA, MANANITA;YERBA MATE CAMPO Y MONTE MANANITA X 1 KG;50.6
1018;INFUSION YERBA, AMANDA;YERBA MATE CON PALO AMANDA X 1 KG;51.62
1019;INFUSION YERBA, ROSAMONTE;YERBA MATE CON PALO JUNIOR ROSAMONTE X 500 GRS;28.1
1020;INFUSION YERBA, NOBLEZA GAUCHA;YERBA MATE SUAVE NOBLEZA GAUCHA X 500 GRS;26.91
1021;INFUSION YERBA, ROMANCE;YERBA MATE SUAVE ROMANCE X 1KG;58.34
1022;LECHE EN POLVO, PURISIMA;LECHE EN POLVO ENTERA PURISIMA CJ X 400 GRS;52.03
1023;LECHE LARGA VIDA, CARREFOUR;LECHE ENTERA UAT CARREFOUR X 1000 CC;21.41
1024;MATE COCIDO, CACHAMATE;MATE COCIDO CACHAMATE X 25 UNI;12.64
1025;MERMELADA, DULCOR;MERMELADA DE DURAZNO DULCOR FRASCO X 454 GRS;22.28
1026;MERMELADA, ARCOR;MERMELADA DE DURAZNO LIGHT ARCOR FRASCO X 390 GRS;32.11
1027;CARNE VACUNA ;ESPINAZO;28.7
1028;CARNE VACUNA ;PALETA;115.14
1029;CARNE VACUNA ;PICADA COMÚN;54.05
1030;CARNE VACUNA ;ROAST BEEF;101.3
1031;CARNE VACUNA ;TAPA DE ASADO;102.46
1032;PANADERIA;PAN FRESCO;30.07
1033;FRUTAS;MANZANA;23.21
1034;VERDURAS;CEBOLLA;14.66
1035;VERDURAS;Lechuga x 1 Kg;26.27
1036;VERDURAS;PAPA;10.97
1037;VERDURAS;Zanahoria x 1 Kg;20.36
1038;HAMBURGUESA, PATY;HAMBURGUESA CONGELADA EXPRESS PATY X 4 UNI;35.7
1039;HAMBURGUESA, SWIFT;MEDALLON DE CARNE SUPERCONGELADO SWIFT X 4 UNI;35.08
1040;LECHE CHOCOLATADA, 7DIAS;LECHE CHOCOLATADA 7 DIAS X 200 CC;8.13
1041;LECHE CHOCOLATADA, MILKAUT;LECHE CHOCOLATADA UAT MILKAUT X 1L;24.19
1042;POSTRE LACTEO, SER;FLAN DE VAINILLA SER PACK X 2 U;14.91
1043;POSTRE LACTEO, SERENITO;FLAN FORTIFICADO VAINILLA SERENITO X 210 GRS;14.91
1044;POSTRE LACTEO, DANETTE;FLAN VAINILLA CON CARAMELO DANETTE X 2 U;14.91
1045;POSTRE LACTEO, ROYAL;MOUSEE CHOCOLATE MANJARES LIGHT ROYAL X 40 GRS;11.63
1046;POSTRE LACTEO, ROYAL;MOUSSE DULCE DE LECHE LIGHT ROYAL X 30 GRS;11.63
1047;POSTRE LACTEO, SHIMY;POSTRE CHOCOLATE  SHIMY X 120 GRS;9.03
1048;POSTRE LACTEO, SHIMY;POSTRE CHOCOLATE C/DD LECHE SHIMY X 120 GRS;9.03
1049;POSTRE LACTEO, SHIMY;POSTRE DULCE DE LECHE SHIMY X 120 GRS;9.03
1050;POSTRE LACTEO, DANETTE;POSTRE FLAN DULCE DE LECHE DANETTE X 2 UNI;14.91
1051;POSTRE LACTEO, SHIMY;POSTRE VAINILLA C/DD LECHE SHIMY X 120 GRS;9.03
1052;POSTRE LACTEO, SHIMY;POSTRE VAINILLA SHIMY X 120 GRS;9.03
1053;QUESO CREMA, CASANCREM;QUESO CREMA CLASICO CASANCREM X 500 GRS;59.8
1054;QUESO CREMA, CASANCREM;QUESO CREMA LIGHT CASANCREM X 500 GRS;58.31
1055;QUESO CREMA, VERONICA;QUESO UNTABLE VERONICA X 190 GRS;28.17
1056;SALCHICHAS, ICB;SALCHICHAS ICB X 6;15.8
1057;SALCHICHAS, LA BLANCA;SALCHICHAS SIN PIEL LA BLANCA X 6 U;15.82
1058;TAPA DE EMPANADA, FARGO;TAPA P/EMPANADA HORNO FARGO X 16 U;24.9
1059;TAPA DE TARTA PASCUALIN, LA SALTENA;TAPA PASCUALINA LIGHT LA SALTENA 2 X 400 GRS;32.55
1060;YOGURT, LA SERENISIMA;YOGUR ENT FRUTI FORT YOGURISIMO CREMIX 2 X 120 GRS;21.1
1061;YOGURT, LA SERENISIMA;YOGUR ENT VAINI FORT YOGURISIMO CREMIX 2 X 120 GRS;21.1
1062;YOGURT, SANCOR;YOGUR ENT. DESC FRUTILLA SANCOR YOGS BOTELLA X 185;15.53
1063;YOGURT, SANCOR;YOGUR ENT. DESC VAINILLA SANCOR YOGS BOTELLA X 185;15.53
1064;YOGURT, LA SERENISIMA;YOGUR ENTERO FRUTILLA FIRME YOGURISIMO 2 X 125 GRS;21.1
1065;YOGURT, LA SERENISIMA;YOGUR ENTERO VAINILLA FIRME YOGURISIMO 2 X 125 GRS;21.1
1066;ADHESIVOS, PELIKAN;ADH SINTETICO PELIKAN 50ML;14.18
1067;BOLIGRAFO, BIC;BOLIG BIC ROUND STICK SURT X4U;17.86
1068;BOLIGRAFO, CARREFOUR;BOLIG CARREFOUR AZUL X4U;13.99
1069;BOLIGRAFO, FILGO;BOLIG FILGO STICK 026 AZUL X4U;9.9
1070;BOLIGRAFO, FILGO;BOLIG FILGO STICK 026 SURTIDO X4U;9.9
1071;BOLIGRAFO, PELIKAN;BOLIG POINTEC AZUL X4U;14.77
1072;BOLIGRAFO, FILGO;BOLIG RETRACTIL FILGO REAL GRIP NEGRO;6.9
1073;BORRATINTA, FILGO;BORRATINTA JET KILLER X2U;26.1
1074;CARTUCHO, FILGO;CARTUCHO FILGO AZUL X6U;8.62
1075;CARTUCHO, PELIKAN;CARTUCHO PELIKAN 2 CAJAS X6U C/U;52.32
1076;CRAYONES, PELIKAN;CRAYONES SYLVAPEN X12U;27.47
